,expt_id,Group,group_id,invRT,Trial,participant_id,response_correct,response_name,response_rt,stimuli_presented,trial_template,trial_duration,PartBlocks,AllBlocks,Pattern,trial_num,PB,Final,Part,Correct
131,VY Test,Disfirst_inverse,,-0.929368029739777,,DFi1,(based on tag),,1076,"dispref_inverse (3, bikub.wav)",VY Test,307237,,,,,b,,,(based on tag)
132,VY Test,Disfirst_inverse,,-0.9242144177449169,,DFi1,(based on tag),,1082,"dispref_inverse (31, todub.wav)",VY Test,308467,,,,,b,,,(based on tag)
133,VY Test,Disfirst_inverse,,-0.8453085376162299,,DFi1,(based on tag),,1183,"dispref_inverse (14, dogipe.wav)",VY Test,309796,,,,,p,,,(based on tag)
134,VY Test,Disfirst_inverse,,-0.916590284142988,,DFi1,(based on tag),,1091,"dispref_inverse (5, bogeb.wav)",VY Test,311086,,,,,b,,,(based on tag)
135,VY Test,Disfirst_inverse,,-0.757002271006813,,DFi1,(based on tag),,1321,"dispref_inverse (30, todipe.wav)",VY Test,312556,,,,,p,,,(based on tag)
136,VY Test,Disfirst_inverse,,-0.7923930269413629,,DFi1,(based on tag),,1262,"dispref_inverse (16, dokupe.wav)",VY Test,313966,,,,,p,,,(based on tag)
137,VY Test,Disfirst_inverse,,-0.7002801120448179,,DFi1,(based on tag),,1428,"dispref_inverse (26, potipe.wav)",VY Test,315555,,,,,p,,,(based on tag)
138,VY Test,Disfirst_inverse,,-0.819672131147541,,DFi1,(based on tag),,1220,"dispref_inverse (4, bikupe.wav)",VY Test,316925,,,,,p,,,(based on tag)
139,VY Test,Disfirst_inverse,,-0.8431703204047217,,DFi1,(based on tag),,1186,"dispref_inverse (28, tekupe.wav)",VY Test,318285,,,,,p,,,(based on tag)
140,VY Test,Disfirst_inverse,,-1.0695187165775402,,DFi1,(based on tag),,935,"dispref_inverse (29, todib.wav)",VY Test,319425,,,,,b,,,(based on tag)
141,VY Test,Disfirst_inverse,,-0.8680555555555556,,DFi1,(based on tag),,1152,"dispref_inverse (24, pigepe.wav)",VY Test,320724,,,,,p,,,(based on tag)
