.Experiment Name	Phoneme_VoicedVoiceless_6.27_25_
.Participant Name	Dis_reg1
.Session ID	 6.30.25
.Date	6/30/2025	8:47:01 AM
.Resolution	1920	1080
.OS	Windows 10 (10.0)	x86_64

Participant	Participant	Session	Block	Trial	Event	Cumulative	Participant		Pressed Or	Correct	Error	Reaction
Group	Name	ID	Name	Name	Name	Time	Response	Key	Released	Response	Code	Time	PorB
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 15	Pref (15, todip.wav)	604221	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1019	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 25	Pref (25, gotebe.wav)	605980	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1615	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 29	Pref (29, potibe.wav)	607260	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1129	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 14	Pref (14, tekup.wav)	608550	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1085	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 14	Please take a b...	610000	Button 5 (right thumb)	5	Pressed	(any response)	C	2535	
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 8	Pref (8, dokup.wav)	611119	Button 5 (right thumb)	5	Pressed	(based on tag)	C	940	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 31	Pref (31, todibe.wav)	612459	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1194	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 5	Pref (5, degop.wav)	613649	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1013	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 21	Pref (21, degobe.wav)	614989	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1185	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 19	Pref (19, bogebe.wav)	616208	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1059	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 28	Pref (28, pigebe.wav)	617348	Button 4 (left thumb)	4	Pressed	(based on tag)	C	952	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 16	Pref (16, todup.wav)	618588	Button 5 (right thumb)	5	Pressed	(based on tag)	C	899	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 30	Pref (30, tekube.wav)	619888	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1138	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 13	Pref (13, potip.wav)	621087	Button 5 (right thumb)	5	Pressed	(based on tag)	C	965	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 24	Pref (24, dokube.wav)	622587	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1341	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 18	Pref (18, bikube.wav)	624047	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1294	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 12	Pref (12, pigep.wav)	625357	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1161	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 3	Pref (3, bogep.wav)	626567	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1005	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 22	Pref (22, dikebe.wav)	628056	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1329	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 14	Pref (14, tekup.wav)	629396	Button 4 (left thumb)	4	Pressed	(based on tag)	E	1186	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 20	Pref (20, bugibe.wav)	630906	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1317	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 32	Pref (32, todube.wav)	632165	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1073	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 10	Pref (10, gutop.wav)	633575	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1094	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 1	Pref (1, bidop.wav)	634635	Button 5 (right thumb)	5	Pressed	(based on tag)	C	906	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 7	Pref (7, dogip.wav)	635755	Button 5 (right thumb)	5	Pressed	(based on tag)	C	945	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 26	Pref (26, gutobe.wav)	637115	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1168	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 27	Pref (27, pidobe.wav)	638694	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1423	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 4	Pref (4, bugip.wav)	639874	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1032	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 15	Pref (15, todip.wav)	641004	Button 5 (right thumb)	5	Pressed	(based on tag)	C	973	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 29	Pref (29, potibe.wav)	642274	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1077	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 17	Pref (17, bidobe.wav)	643593	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1059	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 25	Pref (25, gotebe.wav)	644933	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1065	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 23	Pref (23, dogibe.wav)	646423	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1251	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 9	Pref (9, gotep.wav)	647753	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1134	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 11	Pref (11, pidop.wav)	648982	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1084	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 6	Pref (6, dikep.wav)	650192	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1043	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 2	Pref (2, bikup.wav)	651342	Button 5 (right thumb)	5	Pressed	(based on tag)	C	992	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 2	Please take a b...	655211	Button 5 (right thumb)	5	Pressed	(any response)	C	4861	
DisFirst_reg	Dis_reg1	 6.30.25	Debreifing	Debreifing	Debreifing	666699	Button 4 (left thumb)	4	Pressed	(any response)	C	11413	
